tax_id/.id,ciiu_id/.id,city_id/.id
626,3,149
626,4,149
626,5,149
626,6,149
626,7,149
626,8,149
626,9,149
626,10,149
626,11,149
626,12,149
626,13,149
626,14,149
626,15,149
626,16,149
626,17,149
626,18,149
626,19,149
626,20,149
626,21,149
626,22,149
626,23,149
626,24,149
626,25,149
634,26,149
634,27,149
646,28,149
634,29,149
634,30,149
634,31,149
634,32,149
634,33,149
634,34,149
634,35,149
634,36,149
634,37,149
634,38,149
634,39,149
646,40,149
646,41,149
646,42,149
646,43,149
646,44,149
646,45,149
646,46,149
646,47,149
646,48,149
646,49,149
646,50,149
646,51,149
646,52,149
646,53,149
646,54,149
646,55,149
646,56,149
646,57,149
646,58,149
646,59,149
646,60,149
646,61,149
646,62,149
646,63,149
646,64,149
646,65,149
646,66,149
646,67,149
646,68,149
646,69,149
646,70,149
646,71,149
646,72,149
646,73,149
646,74,149
646,75,149
646,76,149
646,77,149
646,78,149
646,79,149
646,80,149
646,81,149
646,82,149
646,83,149
646,84,149
646,85,149
646,86,149
646,87,149
646,88,149
646,89,149
646,90,149
646,91,149
646,92,149
646,93,149
646,94,149
646,95,149
646,96,149
646,97,149
646,98,149
646,99,149
646,100,149
646,101,149
646,102,149
646,103,149
646,104,149
646,105,149
646,106,149
646,107,149
646,108,149
646,109,149
646,110,149
646,111,149
646,112,149
646,113,149
646,114,149
646,115,149
646,116,149
646,117,149
646,118,149
646,119,149
646,120,149
646,121,149
646,122,149
646,123,149
646,124,149
646,125,149
646,126,149
646,127,149
646,128,149
646,129,149
646,130,149
646,131,149
646,132,149
646,133,149
646,134,149
646,135,149
646,136,149
646,137,149
646,138,149
646,139,149
646,140,149
646,141,149
646,142,149
646,143,149
646,144,149
646,145,149
646,146,149
646,147,149
646,148,149
646,149,149
646,150,149
646,151,149
646,152,149
646,153,149
646,154,149
646,155,149
646,156,149
646,157,149
646,158,149
646,159,149
646,160,149
646,161,149
646,162,149
646,163,149
646,164,149
646,165,149
646,166,149
646,167,149
646,168,149
646,169,149
646,170,149
646,171,149
646,172,149
638,173,149
626,174,149
626,175,149
626,176,149
626,177,149
626,178,149
626,179,149
626,180,149
626,181,149
626,182,149
626,183,149
626,184,149
626,185,149
626,186,149
626,187,149
626,188,149
634,189,149
634,190,149
634,191,149
634,192,149
634,193,149
634,194,149
634,195,149
634,196,149
648,197,149
648,198,149
648,199,149
648,200,149
648,201,149
648,202,149
648,203,149
648,204,149
648,205,149
648,206,149
646,207,149
646,208,149
646,209,149
646,210,149
646,211,149
646,212,149
646,213,149
646,214,149
646,215,149
646,216,149
646,217,149
646,218,149
646,219,149
646,220,149
646,221,149
646,222,149
646,223,149
646,224,149
646,225,149
646,226,149
646,227,149
646,228,149
646,229,149
646,230,149
646,231,149
646,232,149
646,233,149
646,234,149
646,235,149
646,236,149
646,237,149
646,238,149
646,239,149
646,240,149
646,241,149
646,242,149
646,243,149
646,244,149
646,245,149
646,246,149
646,247,149
646,248,149
646,249,149
646,250,149
646,251,149
646,252,149
646,253,149
646,254,149
626,255,149
626,256,149
626,257,149
626,258,149
626,259,149
626,260,149
626,261,149
626,262,149
626,263,149
626,264,149
626,265,149
626,266,149
626,267,149
626,268,149
626,269,149
626,270,149
626,271,149
626,272,149
626,273,149
634,274,149
634,275,149
634,276,149
634,277,149
634,278,149
634,279,149
634,280,149
634,281,149
634,282,149
634,283,149
634,284,149
634,285,149
634,286,149
634,287,149
634,288,149
634,289,149
634,290,149
634,291,149
634,292,149
634,293,149
634,294,149
634,295,149
634,296,149
634,297,149
634,298,149
634,299,149
648,300,149
648,301,149
648,302,149
648,303,149
648,304,149
648,305,149
648,306,149
648,307,149
648,308,149
648,309,149
648,310,149
648,311,149
648,312,149
648,313,149
648,314,149
648,315,149
648,316,149
648,317,149
648,318,149
640,319,149
640,320,149
640,321,149
640,322,149
640,323,149
640,324,149
640,325,149
640,326,149
640,327,149
640,328,149
640,329,149
640,330,149
640,331,149
640,332,149
640,333,149
640,334,149
640,335,149
640,336,149
640,337,149
640,338,149
640,339,149
640,340,149
640,341,149
640,342,149
640,343,149
640,344,149
640,345,149
640,346,149
640,347,149
640,348,149
640,349,149
640,350,149
640,351,149
640,352,149
640,353,149
640,354,149
640,355,149
640,356,149
640,357,149
640,358,149
640,359,149
640,360,149
640,361,149
640,362,149
640,363,149
640,364,149
640,365,149
640,366,149
640,367,149
640,368,149
640,369,149
640,370,149
640,371,149
640,372,149
640,373,149
640,374,149
640,375,149
640,376,149
640,377,149
640,378,149
640,379,149
640,380,149
640,381,149
640,382,149
640,383,149
640,384,149
640,385,149
640,386,149
640,387,149
640,388,149
640,389,149
640,390,149
640,391,149
640,392,149
640,393,149
640,394,149
640,395,149
640,396,149
640,397,149
640,398,149
640,399,149
640,400,149
640,401,149
640,402,149
640,403,149
640,404,149
640,405,149
640,406,149
640,407,149
640,408,149
640,409,149
640,410,149
640,411,149
640,412,149
640,413,149
640,414,149
640,415,149
640,416,149
640,417,149
640,418,149
640,419,149
640,505,149
640,420,149
640,421,149
640,422,149
640,423,149
640,424,149
640,425,149
640,426,149
640,427,149
640,428,149
640,429,149
640,430,149
640,431,149
640,432,149
640,433,149
640,434,149
640,435,149
640,436,149
640,437,149
640,438,149
640,439,149
640,440,149
640,441,149
640,442,149
640,443,149
640,444,149
640,445,149
640,446,149
640,502,149
636,447,149
636,448,149
636,449,149
636,450,149
636,451,149
636,452,149
636,453,149
646,454,149
646,455,149
646,456,149
646,457,149
646,458,149
646,459,149
646,460,149
646,461,149
646,462,149
646,463,149
646,464,149
646,465,149
646,466,149
646,467,149
646,468,149
646,469,149
646,470,149
646,471,149
646,472,149
646,473,149
646,474,149
646,475,149
646,476,149
646,477,149
646,478,149
646,479,149
628,3,404
628,4,404
628,5,404
628,6,404
628,7,404
628,8,404
628,9,404
628,10,404
628,11,404
628,12,404
628,13,404
628,14,404
628,15,404
628,16,404
636,19,404
636,20,404
628,609,404
628,610,404
636,612,404
636,613,404
636,578,404
636,26,404
636,27,404
636,28,404
636,29,404
636,30,404
636,31,404
636,32,404
636,33,404
636,34,404
636,37,404
636,38,404
636,39,404
636,55,404
636,56,404
636,57,404
636,58,404
636,59,404
636,60,404
636,61,404
636,62,404
636,63,404
636,64,404
636,65,404
636,66,404
636,67,404
636,68,404
636,69,404
636,70,404
636,71,404
636,72,404
636,73,404
636,74,404
636,75,404
636,76,404
636,77,404
636,78,404
636,79,404
636,80,404
636,81,404
636,82,404
636,83,404
636,84,404
636,85,404
636,86,404
636,87,404
636,88,404
636,89,404
636,90,404
636,91,404
636,92,404
636,93,404
636,94,404
636,95,404
636,96,404
636,97,404
636,98,404
636,99,404
636,100,404
636,101,404
636,102,404
636,103,404
636,104,404
636,105,404
636,106,404
636,107,404
636,108,404
636,109,404
636,110,404
636,112,404
636,113,404
636,114,404
636,115,404
636,116,404
636,117,404
636,118,404
636,119,404
636,120,404
636,121,404
636,122,404
636,123,404
636,124,404
636,125,404
636,126,404
636,127,404
636,128,404
636,129,404
636,130,404
636,131,404
636,132,404
636,133,404
636,134,404
636,135,404
636,136,404
636,137,404
636,138,404
636,139,404
636,140,404
636,141,404
636,142,404
636,143,404
636,144,404
636,145,404
636,146,404
636,147,404
636,148,404
636,149,404
636,150,404
636,151,404
636,152,404
636,153,404
636,154,404
642,156,404
642,157,404
642,158,404
642,159,404
636,160,404
636,161,404
636,162,404
636,163,404
636,164,404
636,165,404
636,170,404
632,174,404
628,175,404
628,176,404
628,177,404
628,178,404
632,591,404
628,671,404
642,189,404
642,190,404
642,197,404
642,4632,404
642,593,404
642,580,404
642,207,404
642,209,404
642,210,404
642,211,404
642,212,404
642,213,404
642,214,404
636,215,404
642,216,404
642,217,404
636,218,404
642,219,404
642,220,404
642,221,404
642,222,404
41,223,404
642,224,404
642,225,404
642,226,404
642,227,404
642,228,404
642,229,404
642,230,404
642,231,404
642,232,404
642,233,404
642,234,404
642,235,404
642,236,404
642,237,404
642,588,404
632,592,404
642,594,404
636,595,404
628,579,404
636,581,404
632,582,404
632,583,404
642,584,404
642,585,404
642,586,404
642,587,404
628,559,404
642,255,404
642,256,404
628,257,404
628,258,404
628,259,404
642,260,404
642,261,404
642,262,404
642,263,404
642,264,404
642,265,404
642,266,404
642,267,404
642,268,404
636,270,404
636,271,404
636,546,404
636,274,404
636,275,404
642,276,404
642,277,404
642,278,404
642,279,404
642,280,404
642,281,404
642,282,404
642,283,404
642,284,404
642,285,404
636,286,404
642,287,404
642,599,404
642,300,404
642,301,404
642,302,404
642,303,404
642,304,404
642,305,404
642,306,404
642,307,404
642,308,404
642,309,404
642,310,404
642,311,404
642,312,404
642,313,404
642,314,404
642,315,404
642,316,404
642,317,404
628,319,404
628,320,404
628,321,404
628,322,404
642,323,404
642,324,404
628,325,404
636,326,404
636,327,404
636,328,404
642,330,404
642,331,404
642,332,404
642,333,404
642,334,404
642,335,404
642,336,404
642,337,404
642,338,404
642,339,404
642,340,404
642,341,404
636,342,404
636,343,404
636,344,404
642,345,404
642,346,404
642,347,404
642,348,404
642,349,404
642,350,404
642,351,404
636,352,404
636,353,404
636,354,404
636,355,404
636,356,404
642,357,404
642,358,404
642,359,404
642,360,404
642,361,404
642,362,404
628,363,404
628,364,404
628,365,404
628,561,404
642,367,404
642,368,404
642,369,404
642,370,404
632,371,404
642,372,404
642,373,404
642,374,404
642,375,404
642,376,404
642,377,404
642,378,404
642,379,404
642,380,404
642,381,404
642,382,404
642,383,404
642,384,404
642,385,404
642,386,404
642,387,404
642,388,404
642,389,404
642,390,404
642,391,404
642,392,404
642,393,404
642,394,404
622,395,404
622,396,404
622,397,404
622,398,404
622,399,404
622,400,404
622,401,404
622,402,404
642,403,404
642,404,404
642,405,404
642,406,404
642,410,404
642,411,404
642,412,404
642,413,404
642,414,404
642,415,404
642,416,404
642,417,404
642,418,404
642,419,404
642,505,404
642,601,404
642,596,404
642,563,404
642,564,404
642,565,404
642,566,404
636,540,404
636,541,404
628,543,404
628,544,404
642,545,404
642,667,404
642,666,404
622,522,404
642,523,404
642,524,404
642,525,404
642,526,404
642,527,404
642,528,404
622,447,404
622,448,404
622,449,404
622,450,404
622,451,404
622,521,404
622,453,404
628,454,404
628,455,404
628,456,404
628,457,404
628,458,404
628,459,404
628,460,404
628,461,404
628,462,404
628,463,404
628,464,404
628,465,404
636,466,404
636,467,404
636,468,404
636,469,404
636,470,404
636,471,404
636,472,404
628,473,404
628,474,404
628,475,404
628,476,404
628,477,404
628,163,404
628,558,404
636,560,404
